"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Lesser Horned Owl","Bubo magellanicus",,"Francisco Rivas Fuenzalida",2012-12-18,07:00,"Melosilla ",Chile,-33.236,-71.53,360,"Distracting display. Despliegue distractivo, alarm call, simulación de ala rota ","FFT filter;  Filtro FFT.  Two individuals; Dos individuos.bird-seen:yes playback-used:no","Spinus barbatus,Colaptes pitius,Phrygilus gayi",115036,//creativecommons.org/licenses/by-nc-sa/3.0/
"Lesser Horned Owl","Bubo magellanicus",,"Francisco Rivas Fuenzalida",2012-11-19,19:30,"Casablanca, Valparaíso Province, Valparaíso",Chile,-33.2361,-71.5293,360,"female, male, song","Sonidos antropogénicos removidos. Filtro FFT. // Anthropogenic sounds removed. FFT Filter.bird-seen:yes playback-used:yes","Scytalopus fuscus",113317,//creativecommons.org/licenses/by-nc-sa/3.0/
"Lesser Horned Owl","Bubo magellanicus",,"Alvaro Jaramillo",2002-11-08,?:?,"Santa Maria, Tierra del Fuego, XII Region",Chile,,,?,song,"Lesser Great Horned Owl <a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60031,//creativecommons.org/licenses/by-nc-nd/2.5/
"Lesser Horned Owl","Bubo magellanicus",,"Alvaro Jaramillo",2002-11-08,?:?,"Santa Maria, Tierra del Fuego, XII Region",Chile,,,?,song,"Lesser Great Horned Owl <a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60030,//creativecommons.org/licenses/by-nc-nd/2.5/
"Lesser Horned Owl","Bubo magellanicus",,"Doug Knapp",2007-09-29,00:00,"PN La Campana",Chile,-32.9809,-71.1289,390,Song,"Playback used, but bird appeared with similar pattern beforehand.",,15286,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-legged Owl","Strix rufipes",,"Lance A. M. Benner",2015-03-11,20:54,"Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,call,"Vocalizations by two owls.  Recorded in an area of native beech forest. Equipment: Olympus LS-10 and a Sennheiser MKE-400 short shotgun microphone.Modifications to the file: cropped at the end.bird-seen:yes playback-used:yes",,217150,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",,"Lance A. M. Benner",2015-03-11,21:19,"Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,call,"Vocalizations by two birds in an area of native beech forest. Equipment: Olympus LS-10 and a Sennheiser MKE-400.Modifications to the file: cropped at the end.bird-seen:yes playback-used:yes",,217145,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",,"Lance A. M. Benner",2015-03-11,21:16,"Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,call,"Vocalizations by two birds in an area of native beech forest. Equipment: Olympus LS-10 and a Sennheiser MKE-400.Modifications to the file: none.bird-seen:yes playback-used:yes",,217144,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",rufipes,"Daniel González Amat",2007-09-30,01:00,"PN La Campana",Chile,-32.9809,-71.1289,500,call,,,15295,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-legged Owl","Strix rufipes",,"Peter Boesman",2018-12-03,21:30,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,song,,,450158,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-legged Owl","Strix rufipes",,"Peter Boesman",2018-12-03,21:30,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,song,,,450157,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-legged Owl","Strix rufipes",,"Fernando Medrano",2016-05-14,23:00,"Parque Nacional La Campana",Chile,-32.9809,-71.1289,500,song,"There were two individuals. bird-seen:no playback-used:no",,331177,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",,"Ross Gallardy",2015-04-25,21:00,"PN La Campana",Chile,-32.9809,-71.1289,500,"begging call, juvenile","Fully fledged juvenile bird-seen:yes playback-used:no",,296151,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",,"Ross Gallardy",2015-04-25,21:00,"PN La Campana",Chile,-32.9809,-71.1289,500,"begging call, juvenile","Fully fledged juvenile bird-seen:yes playback-used:no",,296149,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",,"Ross Gallardy",2015-04-25,21:00,"PN La Campana",Chile,-32.9809,-71.1289,500,"begging call, juvenile","Fully fledged juvenile bird-seen:yes playback-used:no",,296148,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",,"Ross Gallardy",2015-04-25,21:00,"PN La Campana",Chile,-32.9809,-71.1289,500,song,"bird-seen:yes playback-used:yes",,296147,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-legged Owl","Strix rufipes",rufipes,"Natalia Diaz",2012-02-02,06:00,"Chanco, Cauquenes Province, Maule Region",Chile,-35.7319,-72.5471,60,song,"bird-seen:no playback-used:no",,142720,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-legged Owl","Strix rufipes","Strix rufipes rufipes","Natalia Diaz",2013-07-17,02:00,"Parque Nacional La Campana",Chile,-32.9809,-71.1289,500,song,"Canto de Strix rufipes rufipes, grabado en el Parque Nacional La Campana, Región de Valparaíso, Chile.De hábitos nocturnos, se puede escuchar en la madrugada.bird-seen:no playback-used:no",,142671,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-legged Owl","Strix rufipes",,"Andrew Spencer",2011-11-09,20:30,"Reserva Nacional Altos de Lircay, VII Region.",Chile,-35.5367,-71.0539,1400,song,"song from a presumed male bird in response to playback",,90454,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-legged Owl","Strix rufipes",,"Peter Boesman",2018-12-03,21:30,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,song,"Intervals shortened",,450159,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-legged Owl","Strix rufipes",,"Francisco Rivas Fuenzalida",2012-09-11,00:00,"Melosilla ",Chile,-33.236,-71.53,360,call,"Filtro FFT bird-seen:no playback-used:no",,113319,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-legged Owl","Strix rufipes",,"Alvaro Jaramillo",1999-11-11,?:?,"PN Puyehue-Aguas Calientes, X Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60033,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-legged Owl","Strix rufipes",,"Alvaro Jaramillo",1999-11-11,?:?,"PN Puyehue-Aguas Calientes, X Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60032,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-legged Owl","Strix rufipes",,"Francisco Rivas Fuenzalida",2012-09-11,00:30,"Melosilla ",Chile,-33.236,-71.53,360,call,"Filtro FFT. bird-seen:no playback-used:no",,113320,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-legged Owl","Strix rufipes",,"Doug Knapp",2007-09-29,23:00,"PN La Campana",Chile,-32.9809,-71.1289,390,"call, song",,,15287,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-legged Owl","Strix rufipes",,"Rodrigo Valenzuela Aceval",2003-02-05,00:02,"Reserva Nacional Altos de Lircay, VII Region.",Chile,-35.5367,-71.054,1400,song,link:http://piojo69.tripod.com/sonidos.htm,,958,//creativecommons.org/licenses/by-nc-nd/2.5/
"Pacific Pygmy Owl","Glaucidium peruanum",,"Cristian Pinto",2020-02-02,15:30,"Sora , Arica y Parinacota",Chile,-18.3488,-69.873,1200,song,"playback-used:yes","Elaenia albiceps,Sporophila telasco",525255,//creativecommons.org/licenses/by-nc-sa/4.0/
"Pacific Pygmy Owl","Glaucidium peruanum",,"Fernando Medrano",2013-11-18,23:00,"Camarones, Arica Province, Arica and Parinacota Region",Chile,-18.9701,-69.8662,1100,"alarm call, call","bird-seen:yes playback-used:yes",,156030,//creativecommons.org/licenses/by-nc-sa/3.0/
"Pacific Pygmy Owl","Glaucidium peruanum",,"Fernando Medrano",2013-11-18,23:00,"Camarones, Arica Province, Arica and Parinacota Region",Chile,-18.9701,-69.8662,1100,song,"bird-seen:yes playback-used:yes",,156029,//creativecommons.org/licenses/by-nc-sa/3.0/
"Pacific Pygmy Owl","Glaucidium peruanum",,"Alvaro Jaramillo",2001-07-31,?:?,"Rio Lluta, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60062,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Dante Buzzetti",2020-02-26,21:05,"Parque Nacional Vicente Pérez Rosales,Puerto Varas,Llanquihue,Los lagos",Chile,-41.1906,-72.532,100,song,"DCB 801-3 bird-seen:yes playback-used:yes",,537777,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Tomek Tumiel",2019-11-17,19:00,"Vichuquén, Curicó, Maule",Chile,-34.766,-72.0651,50,"alarm call, call","bird-seen:yes playback-used:no",,515493,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Heraldo V. Norambuena",2012-11-09,20:30,"Cerro Nielol, Temuco, IX Region",Chile,-38.7228,-72.5867,280,juvenile,"Grabación de juveniles de chuncho - Glaucidium nana en las afueras del nido, en el Monumento Cerro Ñielol bird-seen:yes playback-used:yes",,460019,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Peter Boesman",2018-12-01,08:00,"Reserva Nacional Altos de Lircay, VII Región",Chile,-35.605344,-71.070951,,song,,,449956,//creativecommons.org/licenses/by-nc-nd/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Peter Boesman",2018-12-01,08:00,"Reserva Nacional Altos de Lircay, VII Región",Chile,-35.605344,-71.070951,,song,,"Aphrastura spinicauda",449955,//creativecommons.org/licenses/by-nc-nd/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Carlos López Vallejos",2014-06-27,03:00,"Máfil, Valdivia Province, Los Ríos Region",Chile,-39.6615,-72.9509,30,"call, song","bird-seen:no playback-used:yes",,183971,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Heraldo V. Norambuena",2012-08-12,20:30,"Cerro Nielol, Temuco, IX Region",Chile,-38.7228,-72.5867,105,"territorial call","Territorial call in response to playback bird-seen:yes playback-used:yes",,175779,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Carlos López Vallejos",2013-06-18,23:15,"Máfil, Valdivia Province, Los Ríos Region",Chile,-39.6609,-72.95,30,"flight call","bird-seen:no playback-used:no",,144784,//creativecommons.org/licenses/by-nc-sa/3.0/
"Austral Pygmy Owl","Glaucidium nana",,"Fabrice Schmitt",0000-00-00,"9:00 PM","Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,song,"after playback",,102659,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Rodrigo Valenzuela Aceval",2003-01-07,00:02,"Reserva Nacional Altos de Lircay, VII Region.",Chile,-35.5367,-71.054,1200,song,link:http://piojo69.tripod.com/sonidos.htm,,973,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Dante Buzzetti",2020-02-26,21:15,"Parque Nacional Vicente Pérez Rosales,Puerto Varas,Llanquihue,Los lagos",Chile,-41.1906,-72.532,100,"aggressive call","DCB 801-5 bird-seen:no playback-used:yes",,537779,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Dante Buzzetti",2020-02-26,21:10,"Parque Nacional Vicente Pérez Rosales,Puerto Varas,Llanquihue,Los lagos",Chile,-41.1906,-72.532,100,"aggressive call","DCB 801-4 bird-seen:no playback-used:yes",,537778,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Dante Buzzetti",2020-02-26,21:00,"Parque Nacional Vicente Pérez Rosales,Puerto Varas,Llanquihue,Los lagos",Chile,-41.1906,-72.532,100,"song,aggressive call","DCB 801-2 bird-seen:no playback-used:yes",,537775,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Peter Boesman",2018-12-13,08:30,"Laguna Sofia, Puerto Natales, XII Región",Chile,-51.527087,-72.654529,,song,,,449958,//creativecommons.org/licenses/by-nc-nd/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Peter Boesman",2018-12-07,19:30,"Valparaiso area, V Región",Chile,-33.001903,-71.439105,,song,,"Pseudasthenes humicola",449957,//creativecommons.org/licenses/by-nc-nd/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Peter Boesman",2018-12-01,08:00,"Reserva Nacional Altos de Lircay, VII Región",Chile,-35.605344,-71.070951,,song,,,449954,//creativecommons.org/licenses/by-nc-nd/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Francisco Rivas Fuenzalida",2018-10-04,09:30,"Puerto Montt, Llanquihue, Región de los Lagos",Chile,-41.5208,-72.7517,70,song,"High Pass Filter: 800 Hz bird-seen:yes playback-used:no",,437363,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Francisco Rivas Fuenzalida",2018-06-29,00:30,"Lago Lanalhue",Chile,-37.9108,-73.2852,10,call,"Grabación extraída de monitoreo acústico con Audiomoth.Vegetación nativa: maqui, roble. Edición: Fade in, fade out, normalizar -30, filtro FFT. bird-seen:no playback-used:no",,428307,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Lance A. M. Benner",2015-03-11,20:41,"Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,call,"Heard in an area of native beech forest.  Initially the  bird was calling naturally but with a different vocalization than the on presented here.Equipment: Olympus LS-10 and a Sennheiser MKE-400 short shotgun microphone.Modifications to the file: cropped at the end.bird-seen:no playback-used:yes",,217149,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Lance A. M. Benner",2015-03-11,20:44,"Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,call,"Heard in an area of native beech forest.  Initially the  bird was calling naturally but with a different vocalization than the on presented here.Equipment: Olympus LS-10 and a Sennheiser MKE-400 short shotgun microphone.Modifications to the file: none.bird-seen:no playback-used:yes",,217147,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Alvaro Jaramillo",2003-10-06,?:?,"Puyehue, X Region",Chile,-40.7764,-72.2628,?,song,"rpb <a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60061,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Alvaro Jaramillo",2004-11-18,?:?,"Cerro Nielol, IX Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60060,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Sam Woods",2008-11-04,?,"PN Nahuelbuta, Bio-bio Region VIII",Chile,,,?,Song,,,26211,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Carlos López Vallejos",2014-02-28,07:07,"Valdivia, Valdivia Province, Los Ríos Region",Chile,-39.7297,-73.396,20,song,"bird-seen:no playback-used:no",,177330,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Francisco Rivas Fuenzalida",2014-03-23,16:00,"Contulmo, Arauco Province, Bio-Bio",Chile,-37.9111,-73.2931,10,call,"bird-seen:yes playback-used:no",,176370,//creativecommons.org/licenses/by-nc-sa/4.0/
"Austral Pygmy Owl","Glaucidium nana",,"Fabrice Schmitt",2012-09-09,15:00,"La Ligua estuary",Chile,-32.415,-71.413,15,call,,"Zonotrichia capensis,Sephanoides sephaniodes,Tachycineta leucopyga",109685,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Fabrice Schmitt",2012-09-09,15:00,"La Ligua estuary",Chile,-32.415,-71.413,15,call,,"Zonotrichia capensis",109684,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Roger Ahlman",2004-12-04,13:00,"Puyehue NP, Los Lagos",Chile,-40.6667,-72.6167,200,song,"After playback",,14578,//creativecommons.org/licenses/by-nc-nd/2.5/
"Austral Pygmy Owl","Glaucidium nana",,"Daniel González Amat",2007-02-06,00:03,"Santiago, Ñuñoa",Chile,-32.4667,-70.6001,600,"call, song","TWO Glaucidium Nanum, one singing and other calling",,10275,//creativecommons.org/licenses/by-nc-nd/2.5/
"Burrowing Owl","Athene cunicularia",,"Fabrice Schmitt",2014-10-25,10:00,Chicauma,Chile,-33.214,-70.9456,800,"alarm call","bird-seen:yes playback-used:no","Zonotrichia capensis",247784,//creativecommons.org/licenses/by-nc-sa/4.0/
"Burrowing Owl","Athene cunicularia",,"Fabrice Schmitt",2014-10-25,10:00,Chicauma,Chile,-33.214,-70.9456,800,"alarm call","bird-seen:yes playback-used:no",,247783,//creativecommons.org/licenses/by-nc-sa/4.0/
"Burrowing Owl","Athene cunicularia",,"Fabrice Schmitt",2014-10-25,10:00,Chicauma,Chile,-33.214,-70.9456,800,call,"bird-seen:yes playback-used:no","Callipepla californica",247782,//creativecommons.org/licenses/by-nc-sa/4.0/
"Burrowing Owl","Athene cunicularia",,"Fernando Diaz",2012-02-18,11:00,Chicauma,Chile,-33.214,-70.9456,800,call,"bird-seen:yes playback-used:no",,127417,//creativecommons.org/licenses/by-nc-sa/3.0/
"Burrowing Owl","Athene cunicularia",,"Fernando Medrano",2016-12-03,22:30,"Aeropuerto Internacional Chacalluta, Arica, Región de Arica y Parinacota",Chile,-18.3493,-70.3348,60,call,"bird-seen:no playback-used:no",,372134,//creativecommons.org/licenses/by-nc-sa/4.0/
"Burrowing Owl","Athene cunicularia",,"F. Schmitt",2008-10-13,16:30,Lagunillas,Chile,-33.4742,-70.3362,4,"2 birds; alarming near a nest","2 birds; alarming near a nest",,33858,//creativecommons.org/licenses/by-nc-nd/2.5/
"Burrowing Owl","Athene cunicularia",,"Rodrigo Valenzuela Aceval",2003-06-18,00:03,"Colina, Region Metropolitana de Santiago.",Chile,-33.283,-70.783,500,song,link:http://piojo69.tripod.com/sonidos.htm,,987,//creativecommons.org/licenses/by-nc-nd/2.5/
"Burrowing Owl","Athene cunicularia",cunicularia,"Daniel González Amat",2008-02-22,12:45,"Lago Budi, IX Región",Chile,-38.8831,-73.2998,50,?,PEQUÈN,,110789,//creativecommons.org/licenses/by-nc-nd/2.5/
"Short-eared Owl","Asio flammeus",suinda,"Daniel González Amat",2010-06-08,14:34,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,600,"Flight Call","Nuco en vuelo",,56291,//creativecommons.org/licenses/by-nc-nd/2.5/
"Band-winged Nightjar","Systellura longirostris",atripunctata,"Cristian Pinto",2019-08-04,16:00,Putre,Chile,-18.1956,-69.5642,3500,song,"bird-seen:yes playback-used:no",,498657,//creativecommons.org/licenses/by-nc-sa/4.0/
"Band-winged Nightjar","Systellura longirostris",,"Cristian Pinto",2016-03-12,20:30,"Quebrada de las Masas",Chile,-33.3565,-70.2905,2500,call,"Firstly started the call of Band-winged Nightjar, later start a Magellanic tapaculo cal, in the third time, an NN bird started to call (reminds my a raptor like a mountain caracara, but the bird was not seen) and finally started a call of Moustached Turca (one note).","Pteroptochos megapodius,Scytalopus magellanicus",307174,//creativecommons.org/licenses/by-nc-sa/4.0/
"Band-winged Nightjar","Systellura longirostris",,"Cristian Pinto",2016-03-15,20:30,"Quebrada de las Masas",Chile,-33.3565,-70.2905,2500,call,"bird-seen:no playback-used:no",,307167,//creativecommons.org/licenses/by-nc-sa/4.0/
"Band-winged Nightjar","Systellura longirostris",bifasciata,"F. Schmitt",2008-10-03,19:00,Chicauma,Chile,-33.213989,-70.945587,690,?,song,,33878,//creativecommons.org/licenses/by-nc-nd/2.5/
"Band-winged Nightjar","Systellura longirostris",,"Doug Knapp",2007-12-23,05:00,"Farellones-Valle Nevado Road",Chile,-31.3645,-70.2909,2400,Song-call,"Bird sighted several times and flushed later in the day. Low frequency filtered.bird-seen:yes playback-used:no","Geositta rufipennis",16541,//creativecommons.org/licenses/by-nc-nd/2.5/
"Band-winged Nightjar","Systellura longirostris",atripunctata,"Cristian Pinto",2019-08-03,08:30,Putre,Chile,-18.1956,-69.5642,3500,song,"bird-seen:no playback-used:no",,498339,//creativecommons.org/licenses/by-nc-sa/4.0/
"Band-winged Nightjar","Systellura longirostris",,"Peter Boesman",2018-12-01,21:30,"Termas de Chillan, VIII Región",Chile,-36.917642,-71.447578,,song,"Distant vocalising birds, closer birds flying over were silent.",,450168,//creativecommons.org/licenses/by-nc-nd/4.0/
"Band-winged Nightjar","Systellura longirostris",,"Peter Boesman",2018-12-01,21:30,"Termas de Chillan, VIII Región",Chile,-36.917642,-71.447578,,song,"Distant vocalising birds, closer birds flying over were silent.",,450167,//creativecommons.org/licenses/by-nc-nd/4.0/
"Band-winged Nightjar","Systellura longirostris",bifasciata,"Daniel González Amat",2007-11-03,20:09,"Farellones, Santiago",Chile,-33.3,-70.25,2700,call,"Chilean Name: Gallina Ciega, camino a Valle Nevado",,15760,//creativecommons.org/licenses/by-nc-nd/2.5/
"Tschudi's Nightjar","Systellura decussata",,"Fernando Medrano",2016-12-03,22:30,"Aeropuerto Internacional Chacalluta, Arica, Región de Arica y Parinacota",Chile,-18.3493,-70.3348,60,song,"bird-seen:no playback-used:no",,372138,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tschudi's Nightjar","Systellura decussata",,"Fabrice Schmitt",2015-09-27,21:00,"Camarones, Arica, Región de Tarapacá",Chile,-19.199,-70.2593,360,song,"bird-seen:no playback-used:no",,336423,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tschudi's Nightjar","Systellura decussata",,"Rodrigo Barros",2008-09-28,18:50,"Desembocadura del río Lluta",Chile,,,14,song,,,26192,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Swift","Aeronautes andecolus",parvulus,"Fabrice Schmitt",2015-09-29,19:00,"Arica, Arica, Región de Arica y Parinacota",Chile,-18.5837,-69.9467,850,"flight call","bird-seen:yes playback-used:no","Zonotrichia capensis",336399,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Swift","Aeronautes andecolus",parvulus,"Fabrice Schmitt",2015-09-29,19:00,"Arica, Arica, Región de Arica y Parinacota",Chile,-18.5837,-69.9467,850,"flight call","bird-seen:yes playback-used:no","Zonotrichia capensis",336398,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Swift","Aeronautes andecolus",,"Alvaro Jaramillo",2001-07-29,?:?,"Putre, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60141,//creativecommons.org/licenses/by-nc-nd/2.5/
"Sparkling Violetear","Colibri coruscans",,"Cristian Pinto",2019-08-04,16:00,Putre,Chile,-18.1956,-69.5642,3500,"Territory Call, call","bird-seen:yes playback-used:no",,498656,//creativecommons.org/licenses/by-nc-sa/4.0/
"Sparkling Violetear","Colibri coruscans",,"Cristian Pinto",2019-08-04,16:00,Putre,Chile,-18.1956,-69.5642,3500,"Territory Call, call","bird-seen:yes playback-used:no",,498655,//creativecommons.org/licenses/by-nc-sa/4.0/
"Sparkling Violetear","Colibri coruscans",,"Alvaro Jaramillo",2004-02-10,?:?,"Putre, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60212,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Hillstar","Oreotrochilus estella",,"Cristian Pinto",2019-08-01,18:00,Putre,Chile,-18.1956,-69.5642,3500,"flight call","bird-seen:yes playback-used:no",,492182,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Hillstar","Oreotrochilus estella",,"Cristian Pinto",2019-08-01,06:30,Putre,Chile,-18.1956,-69.5642,3500,"Flighting wings sounds, Non-Vocal","A pair of male Andean Hillstar fighting a perch.bird-seen:yes playback-used:no",,492161,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Hillstar","Oreotrochilus estella",,"Cristian Pinto",2019-08-01,06:30,"Putre,  XV Region",Chile,-18.1956,-69.5642,3500,"call, fight calls, flight call, flight calls, male","A pair of male Andean Hillstar fighting a perch.bird-seen:yes playback-used:no",,492159,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Hillstar","Oreotrochilus estella",,"Cristian Pinto",2019-08-01,06:30,"Putre,  XV Region",Chile,-18.1956,-69.5642,3500,"call, fight calls, flight call, flight calls, male","A pair of male Andean Hillstar fighting a perch.bird-seen:yes playback-used:no",,492158,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Hillstar","Oreotrochilus estella",,"Cristian Pinto",2019-08-01,06:30,"Putre,  XV Region",Chile,-18.1956,-69.5642,3500,"call, fight calls, flight call, flight calls, male","A pair of male Andean Hillstar fighting a perch.bird-seen:yes playback-used:no",,492157,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Hillstar","Oreotrochilus estella",estella,"Andrew Spencer",2011-11-20,17:30,"Putre,  XV Region",Chile,-18.1956,-69.5642,3500,call,"natural vocalization; calls from trio of birds chasing each other.",,90530,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Hillstar","Oreotrochilus estella",,"Alvaro Jaramillo",2003-02-17,?:?,"Putre, I Region",Chile,,,?,song,"female <a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59991,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Hillstar","Oreotrochilus estella",,"Alvaro Jaramillo",2001-07-29,?:?,"Putre, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59990,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-sided Hillstar","Oreotrochilus leucopleurus",,"Doug Knapp",2007-10-28,10:00,"Rio Blanco-Road to Mendoza",Chile,-32.8878,-70.2395,2500,"Fighting toots","Second half mixed with T. aedon song. 3 individuals fighting.","Troglodytes aedon",15711,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Hummingbird","Patagona gigas",gigas,"Cristian Pinto",2016-12-16,13:00,"Cementerio Aculeo, Maipo, Región Metropolitana",Chile,-33.8799,-70.8995,380,song,"The bird flew over the floor singing and later perched  and continue vocalizing these calls bird-seen:yes playback-used:no","Phrygilus gayi,Elaenia albiceps",382312,//creativecommons.org/licenses/by-nc-sa/4.0/
